,TotalWorkingYears,Age,MonthlyIncome,OverTime_Yes,MaritalStatus_Married,MaritalStatus_Single,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,Department_Research & Development,Department_Sales,Attrition_Yes
30,0.07042276341387792,-0.6438213276703517,-0.09387939042779969,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
31,-0.9279997986214042,1.3761718561644252,-0.5689168388047464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
32,0.9440425051947499,0.20670211815481748,0.6177461471712746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33,-0.6783941581125837,-0.21855960475776715,-0.868581297968088,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34,-0.17918287709494263,-0.5375058969422056,-0.021083055282529666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
35,-1.3024082593846351,-1.1753984813110825,-0.8787148787127421,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
36,-0.054380056840532355,-0.7501367583984979,-0.511631086431906,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37,-0.17918287709494263,0.10038668742667133,0.5997538711552561,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
38,-1.0528026188758146,-1.7069756349518133,-0.6574305644927452,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
39,0.6944368646859294,-0.21855960475776715,0.7434852715131046,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40,-0.6783941581125837,-1.1753984813110825,-0.04734764211051061,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
41,-0.5535913378581735,-0.6438213276703517,-0.6005584276605029,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
42,-0.4287885176037632,-0.5375058969422056,-0.8801625331048356,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43,-0.17918287709494263,-0.5375058969422056,-0.25436222017987226,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
44,0.3200284039226985,-0.3248750354859133,-0.7978530405258086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
45,0.07042276341387792,-0.43119046621405943,1.0861657468986512,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
46,1.06884532544916,1.0572255639799868,-0.32178155329736663,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
47,-0.5535913378581735,-0.7501367583984979,-0.577602765157307,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
48,-0.30398569734935293,2.2266953019895945,-0.6783181492929505,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
49,0.6944368646859294,-0.0059287433014748306,0.8237266863891409,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
50,-1.1776054391302249,0.10038668742667133,-0.8971207702693587,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
51,-0.5535913378581735,0.6319638410674021,-0.26470260869482537,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
52,1.5680566064668013,1.5888027176207173,1.369285584438068,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
53,-0.30398569734935293,0.7382792717955482,-0.2423673695025266,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
54,-0.5535913378581735,2.3330107327177405,-0.9200764327725546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
55,-0.054380056840532355,0.5256484103392559,-0.28145403808904945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
56,-0.30398569734935293,0.8445947025236944,-0.3765856124266182,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
57,-1.3024082593846351,-1.7069756349518133,-0.8133636232982383,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
58,-0.803196978366994,-1.4943447734955209,-0.7873058442405565,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
59,0.569634044431519,1.8014335790770097,-0.1418587931371822,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
60,-0.17918287709494263,0.41933297961110977,-0.6721139161839786,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
61,1.5680566064668013,0.8445947025236944,0.8737741668015141,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
62,1.4432537862123909,0.8445947025236944,0.4630539349875758,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
63,1.5680566064668013,1.907749009805156,0.7472078113784878,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
64,-0.17918287709494263,-0.3248750354859133,0.6040968343315365,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
65,0.1952255836682882,2.120379871261448,-0.35693887424820725,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
66,-0.5535913378581735,-0.43119046621405943,-0.8280469749894718,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
67,-0.9279997986214042,-0.5375058969422056,-0.8917437682415831,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
68,-1.1776054391302249,-1.7069756349518133,-0.8274265516785746,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
69,-1.0528026188758146,-0.3248750354859133,-0.8840918807405177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
70,-0.5535913378581735,-1.0690830505829363,0.6938514066413296,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
71,-0.5535913378581735,-0.11224417402962099,-0.8034368503238833,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
72,1.4432537862123909,0.41933297961110977,2.671760921781564,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
73,0.44483122417710874,-0.43119046621405943,0.22729307684664446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
74,-1.4272110796390454,-2.0259219271362516,-0.9765349540641987,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
75,-0.5535913378581735,-1.0690830505829363,-0.8989820402020503,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
76,-0.9279997986214042,-1.600660204223667,-0.3827898455355901,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
77,-0.4287885176037632,-0.43119046621405943,-0.8665132202650975,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
78,-0.5535913378581735,0.5256484103392559,-0.43490540365095387,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
79,-0.17918287709494263,-0.856452189126644,-0.8077798135001637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
80,-0.17918287709494263,-0.21855960475776715,-0.2611868765997413,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81,-0.30398569734935293,-0.0059287433014748306,0.45664289410830483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
82,2.6912819887564936,1.5888027176207173,2.7338032528712826,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
83,-0.17918287709494263,-0.6438213276703517,0.06267409168859067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
84,-1.3024082593846351,-0.856452189126644,-0.8239108195834906,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
85,-0.6783941581125837,-0.5375058969422056,-0.3968527739159263,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
86,-0.17918287709494263,-0.21855960475776715,0.6737910529223206,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
87,1.6928594267212116,0.6319638410674021,2.7120884369898812,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
88,-0.9279997986214042,-0.43119046621405943,-0.8532775229659574,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
89,-0.4287885176037632,-0.0059287433014748306,0.014074265668310968,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
90,-0.4287885176037632,-1.0690830505829363,-0.8751991466176581,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
91,-0.6783941581125837,-0.9627676198547902,-0.7083052759863145,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
92,-0.30398569734935293,-1.0690830505829363,0.4481637755260433,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
93,-0.30398569734935293,-0.0059287433014748306,-0.060376531639351555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
94,-0.9279997986214042,-1.0690830505829363,-0.845212019924294,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
95,0.1952255836682882,-0.0059287433014748306,-0.7926828462683321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
96,-0.17918287709494263,-0.6438213276703517,0.03847758256360035,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
97,1.6928594267212116,1.1635409947081328,2.407046975798764,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
98,-0.17918287709494263,-0.11224417402962099,-0.2891059255901148,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
99,0.3200284039226985,-0.0059287433014748306,-0.0314234437974828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
100,0.07042276341387792,0.10038668742667133,0.4260353441040436,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
101,-0.4287885176037632,-0.5375058969422056,-0.4597223360868414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
102,-0.17918287709494263,-0.9627676198547902,-0.6133805094190449,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
103,0.8192396849403396,0.6319638410674021,-0.39023492526635634,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
104,0.07042276341387792,-0.7501367583984979,-0.6301319388132689,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
105,-0.17918287709494263,-0.43119046621405943,2.2372577963832336,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
106,-0.9279997986214042,0.6319638410674021,-0.3848579232385807,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
107,1.06884532544916,0.5256484103392559,1.3577043493013203,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
108,0.6944368646859294,-0.0059287433014748306,-0.6563965256412498,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
109,-1.0528026188758146,-1.3880293427673749,-0.8739582999958637,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
110,0.44483122417710874,-0.0059287433014748306,-0.45020917865308446,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
111,0.6944368646859294,-0.0059287433014748306,0.6154712616979849,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
112,1.06884532544916,0.3130175488829636,-0.21113939618736816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
113,0.07042276341387792,1.907749009805156,-0.303168853970451,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
114,-0.17918287709494263,-0.3248750354859133,-0.10359935563185563,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
115,-1.4272110796390454,-2.0259219271362516,-1.1221276243547387,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
116,1.3184509659579806,0.41933297961110977,1.941729492625873,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
117,-0.054380056840532355,0.7382792717955482,-0.3842374999276835,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
118,-0.17918287709494263,0.5256484103392559,0.04116608357748816,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
119,1.1936481457035704,1.4824872868925714,1.4700009685737114,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
120,-0.9279997986214042,-0.5375058969422056,-0.5989039654981104,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
121,-0.17918287709494263,-0.6438213276703517,1.0197804526326522,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
122,-0.9279997986214042,-0.6438213276703517,-0.5124583175131023,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
123,-0.9279997986214042,-0.7501367583984979,-0.8694085290492843,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
124,-0.6783941581125837,-0.11224417402962099,-0.8443847888430978,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
125,-0.9279997986214042,-0.9627676198547902,-0.9138721996635828,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
126,-0.5535913378581735,-0.7501367583984979,0.6888880201541521,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
127,-1.1776054391302249,-0.21855960475776715,-0.9537860993313019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
128,1.6928594267212116,2.3330107327177405,0.8036663326701319,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
129,0.1952255836682882,0.20670211815481748,0.8880439029521494,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
130,-0.17918287709494263,-0.856452189126644,-0.4284943627716829,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
131,-0.054380056840532355,-0.3248750354859133,0.6874403657620587,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
132,-0.17918287709494263,-0.11224417402962099,-0.4427640989223182,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
133,-0.4287885176037632,-0.7501367583984979,-0.7076848526754174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
134,-0.30398569734935293,-1.0690830505829363,1.2784969732767795,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
135,-0.17918287709494263,0.6319638410674021,0.6946786377225259,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
136,0.07042276341387792,0.10038668742667133,1.0100604874285963,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
137,-1.0528026188758146,-0.6438213276703517,-0.7930964618089302,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
138,-0.17918287709494263,-0.7501367583984979,-0.27338853504738597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
139,1.4432537862123909,0.7382792717955482,1.3843825516698995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
140,-0.803196978366994,-1.4943447734955209,-0.8532775229659574,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
141,-1.3024082593846351,-1.7069756349518133,-1.0774571459701412,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
142,-0.4287885176037632,-0.6438213276703517,-0.8830578418890225,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
143,2.0672678874844426,0.9509101332518405,0.7176343002257218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
144,0.9440425051947499,1.6951181483488635,-0.8636179114809106,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
145,-0.5535913378581735,1.269856425436279,-0.6299251310429699,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
146,0.9440425051947499,0.9509101332518405,-0.4158790887834401,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
147,-0.5535913378581735,-0.6438213276703517,-0.557749219208597,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
148,2.5664791685020836,2.2266953019895945,2.7040229339482176,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
149,-0.17918287709494263,-0.3248750354859133,-0.42559905398749603,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
150,-0.803196978366994,-0.21855960475776715,-0.9165607006774705,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
151,-0.5535913378581735,-0.5375058969422056,-0.6882449222673055,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
152,-0.6783941581125837,-0.21855960475776715,-0.4955000803485792,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
153,-1.3024082593846351,-1.9196064964081057,-0.7511144844382205,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
154,-0.6783941581125837,-0.9627676198547902,0.3799172113273526,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
155,0.3200284039226985,-0.5375058969422056,0.7805038623966368,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
156,0.07042276341387792,0.6319638410674021,-0.22003213031022786,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
